classwise_nll_away,classwise_nll_draw,classwise_nll_home,draw_nll,draw_rank1_count,draw_rank2_count,draw_rank3_count,draw_recall_argmax,draw_top2,draw_underpricing,ece,mean_draw_margin_to_top,mean_p_draw_all,mean_p_draw_true_draw,n_matches,overall_logloss,segment_type,segment_value,true_draw_rate
0.9352123737335205,1.6788681745529175,0.6710875630378723,1.6788681745529175,0,1417,2761,0.0,0.26691266894340515,0.010872378945350647,0.03952434469031196,0.4022160768508911,0.18371833860874176,0.1906197965145111,4178,0.9558238983154297,earliest_event_minutes_bin,earliest_early,0.1945907175540924
0.696864664554596,1.716686725616455,0.6949295997619629,1.716686725616455,0,5,38,0.0,0.0,0.03979542851448059,0.09590295117020542,0.3860451579093933,0.16950689256191254,0.18016494810581207,43,0.9096857309341431,earliest_event_minutes_bin,earliest_late,0.20930232107639313
0.7154803276062012,1.7463321685791016,0.5635744333267212,1.7463321685791016,0,74,145,0.0,0.25,0.03665637969970703,0.042445982576447064,0.4607580304145813,0.16425685584545135,0.1790696531534195,219,0.8601650595664978,earliest_event_minutes_bin,earliest_prev_day,0.2009132355451584
0.6826437711715698,1.689374327659607,0.6111413240432739,1.689374327659607,0,84,223,0.0,0.1111111119389534,0.006120011210441589,0.08810301883319097,0.4359329044818878,0.16977575421333313,0.1855890452861786,307,0.8229240775108337,earliest_event_minutes_bin,earliest_same_day,0.17589576542377472
1.0023597478866577,1.5771095752716064,0.7857726812362671,1.5771095752716064,0,43,309,0.0,0.1111111119389534,-0.07626600563526154,0.09409707120538197,0.3284827470779419,0.2041069120168686,0.2069876492023468,352,0.9650814533233643,event_count_bin,events_high,0.12784090638160706
0.8304372429847717,1.7747770547866821,0.6029639840126038,1.7747770547866821,0,391,664,0.0,0.3052631616592407,0.011875003576278687,0.03399929605879093,0.4519047141075134,0.16821978986263275,0.17488527297973633,1055,0.8931319117546082,event_count_bin,events_low,0.18009479343891144
0.9358972311019897,1.6641086339950562,0.6741355061531067,1.6641086339950562,0,1099,2097,0.0,0.2571428716182709,0.023333489894866943,0.03740975050488138,0.3988310694694519,0.1847390979528427,0.19280244410037994,3196,0.9668568968772888,event_count_bin,events_mid,0.20807258784770966
0.5629925727844238,1.681249976158142,0.53751140832901,1.681249976158142,0,47,97,0.0,0.0,-0.022317513823509216,0.14610971902732572,0.4496282935142517,0.1612064093351364,0.18699884414672852,144,0.705034613609314,event_count_bin,events_very_low,0.1388888955116272
0.9424464702606201,1.537009835243225,0.9328515529632568,1.537009835243225,0,0,766,0.0,0.0,-0.0010230541229248047,0.02789224650828004,0.20927873253822327,0.2164277583360672,0.2153574377298355,766,1.0663219690322876,favorite_strength_bin,fav_balanced,0.2154047042131424
0.9881191849708557,1.6180388927459717,0.7615000009536743,1.6180388927459717,0,86,1011,0.0,0.06719367951154709,0.0319007933139801,0.052139141232912634,0.35503000020980835,0.19872818887233734,0.19871723651885986,1097,1.038989543914795,favorite_strength_bin,fav_clear,0.23062898218631744
0.9561042189598083,1.5505872964859009,0.867560088634491,1.5505872964859009,0,2,1008,0.0,0.008928571827709675,0.009129747748374939,0.03762617100304261,0.25956758856773376,0.21265242993831635,0.21242918074131012,1010,1.0509543418884277,favorite_strength_bin,fav_mild,0.22178217768669128
0.8028327822685242,1.935729742050171,0.44286325573921204,1.935729742050171,0,1492,382,0.0,0.7733812928199768,0.007262572646141052,0.04060523752715044,0.5975759625434875,0.14108321070671082,0.14785133302211761,1874,0.7766940593719482,favorite_strength_bin,fav_strong,0.14834578335285187
0.4480290114879608,1.736616611480713,1.5762096643447876,1.736616611480713,0,367,767,0.0,0.19897958636283875,0.0038006752729415894,0.021165835627141583,0.4601219892501831,0.1690388321876526,0.17982979118824005,1134,0.9015573263168335,home_away_edge_bin,away_edge,0.17283950746059418
0.7857419848442078,1.5453912019729614,1.0918703079223633,1.5453912019729614,0,0,391,0.0,0.0,0.010572567582130432,0.03433550234153593,0.24183475971221924,0.21193382143974304,0.21354258060455322,391,1.052635908126831,home_away_edge_bin,away_lean,0.22250638902187347
0.9246600866317749,1.5305628776550293,0.9428185224533081,1.5305628776550293,0,0,468,0.0,0.0,-0.007249906659126282,0.020809581165059945,0.20240862667560577,0.21665161848068237,0.21671083569526672,468,1.0601121187210083,home_away_edge_bin,balanced,0.2094017118215561
1.7139604091644287,1.7586884498596191,0.38742795586586,1.7586884498596191,0,1211,930,0.0,0.45199063420295715,0.033831000328063965,0.0414126562523085,0.5016798973083496,0.1656085103750229,0.17664237320423126,2141,0.8920169472694397,home_away_edge_bin,home_edge,0.19943951070308685
1.1114567518234253,1.541552186012268,0.7983253598213196,1.541552186012268,0,2,611,0.0,0.01785714365541935,-0.03334501385688782,0.06118354257376246,0.2392110675573349,0.21605300903320312,0.21435217559337616,613,1.0337283611297607,home_away_edge_bin,home_lean,0.1827079951763153
0.9528309106826782,1.5559642314910889,0.8575171828269958,1.5559642314910889,0,18,1257,0.0,0.014814814552664757,-0.0009762197732925415,0.03417136430007883,0.2560292184352875,0.2127409279346466,0.21135927736759186,1275,1.0414559841156006,implied_draw_prior_bin,draw_high,0.21176470816135406
0.7290738224983215,1.9982824325561523,0.42130523920059204,1.9982824325561523,0,1223,232,0.0,0.8149999976158142,0.005162402987480164,0.029292386708943408,0.6274956464767456,0.1322946399450302,0.139204204082489,1455,0.7355847358703613,implied_draw_prior_bin,draw_low,0.13745704293251038
0.9949788451194763,1.6190996170043945,0.7612549662590027,1.6190996170043945,0,339,1664,0.0,0.1495535671710968,0.02584083378314972,0.0318188445501475,0.3438907861709595,0.1978236734867096,0.19911108911037445,2003,1.029204249382019,implied_draw_prior_bin,draw_mid,0.22366450726985931
0.9540438055992126,1.6556406021118164,0.7889543175697327,1.6556406021118164,0,0,14,0.0,0.0,-0.0702279806137085,0.4029748948440579,0.2528131604194641,0.2130851298570633,0.193309023976326,14,0.9953113198280334,implied_draw_prior_bin,draw_very_high,0.1428571492433548
0.595151960849762,1.7262462377548218,0.5616633296012878,1.7262462377548218,0,54,66,0.0,0.1818181872367859,-0.06603893637657166,0.15337440302208422,0.4815221130847931,0.15770560503005981,0.17925907671451569,120,0.6762307286262512,latest_event_minutes_bin,latest_4h,0.09166666865348816
0.9334268569946289,1.6862468719482422,0.6617128849029541,1.6862468719482422,0,1152,2395,0.0,0.26657262444496155,0.016397535800933838,0.03526308162413355,0.4025571346282959,0.18348969519138336,0.18927045166492462,3547,0.9601141810417175,latest_event_minutes_bin,latest_closing,0.1998872309923172
0.6236897706985474,1.706060528755188,0.49692004919052124,1.706060528755188,0,20,22,0.0,0.0,-0.06051421910524368,0.14270115015031126,0.48155680298805237,0.15575231611728668,0.183555006980896,42,0.6573511362075806,latest_event_minutes_bin,latest_early,0.095238097012043
0.8430412411689758,1.6687383651733398,0.6893147826194763,1.6687383651733398,0,354,684,0.0,0.21938775479793549,0.009004667401313782,0.0544876835040613,0.41032543778419495,0.1798200011253357,0.19182360172271729,1038,0.924163281917572,latest_event_minutes_bin,latest_hour,0.18882466852664948
1.0378278493881226,1.6113665103912354,0.652032196521759,1.6113665103912354,0,39,89,0.0,0.3333333432674408,-0.03268842399120331,0.07074274611659348,0.35947319865226746,0.1967509239912033,0.2014501690864563,128,0.9540963172912598,league,bundesliga,0.1640625
0.8269852995872498,1.8197671175003052,0.6446632146835327,1.8197671175003052,0,199,224,0.0,0.48148149251937866,-0.10583331435918808,0.06205552789382063,0.4606410562992096,0.16966310143470764,0.16796141862869263,423,0.7920814752578735,league,champions_league,0.06382978707551956
0.8678058981895447,1.742677092552185,0.7193477153778076,1.742677092552185,0,148,218,0.0,0.42424243688583374,0.0022996366024017334,0.12688794415879934,0.42657774686813354,0.17802822589874268,0.18062101304531097,366,0.9501236081123352,league,conference_league,0.1803278625011444
0.5910226106643677,1.8183895349502563,0.9463604688644409,1.8183895349502563,0,74,115,0.0,0.3333333432674408,-0.0564655140042305,0.0776046604386969,0.46580129861831665,0.1675766259431839,0.16685378551483154,189,0.8195213079452515,league,copa_del_rey,0.1111111119389534
1.416513204574585,2.0709948539733887,0.3574422299861908,2.0709948539733887,0,26,11,0.0,1.0,-0.07012014091014862,0.24693960678919402,0.5545186996459961,0.15120121836662292,0.12621423602104187,37,0.6108731031417847,league,coppa_italia,0.0810810774564743
0.5906891226768494,1.800531029701233,0.9998931884765625,1.800531029701233,0,72,142,0.0,0.31578946113586426,0.10496501624584198,0.12598758151735812,0.47394323348999023,0.16139011085033417,0.17099200189113617,214,1.0448763370513916,league,coupe_de_france,0.26635512709617615
1.0695897340774536,1.8224107027053833,0.7231420874595642,1.8224107027053833,0,19,19,0.0,0.3636363744735718,0.11281916499137878,0.23121776036275765,0.4540936350822449,0.17665451765060425,0.17036010324954987,38,1.1142879724502563,league,dfb_pokal,0.28947368264198303
1.0038530826568604,1.6510637998580933,0.6962669491767883,1.6510637998580933,0,47,63,0.0,0.3478260934352875,0.02208462357521057,0.08459915734519619,0.4090133607387543,0.18700627982616425,0.19366143643856049,110,1.0049597024917603,league,epl,0.20909090340137482
