classwise_nll_away,classwise_nll_draw,classwise_nll_home,draw_nll,draw_rank1_count,draw_rank2_count,draw_rank3_count,draw_recall_argmax,draw_top2,draw_underpricing,ece,mean_draw_margin_to_top,mean_p_draw_all,mean_p_draw_true_draw,n_matches,overall_logloss,segment_type,segment_value,true_draw_rate
0.9351145625114441,1.679146647453308,0.6710677742958069,1.679146647453308,0,1418,2760,0.0,0.26691266894340515,0.0109262615442276,0.03934491697784126,0.4023508131504059,0.1836644560098648,0.19056931138038635,4178,0.9558360576629639,earliest_event_minutes_bin,earliest_early,0.1945907175540924
0.696840226650238,1.7167689800262451,0.6947146654129028,1.7167689800262451,0,5,38,0.0,0.0,0.03983081877231598,0.09583519455008194,0.3861980438232422,0.16947150230407715,0.18014998733997345,43,0.9096216559410095,earliest_event_minutes_bin,earliest_late,0.20930232107639313
0.715312123298645,1.7464547157287598,0.5636252760887146,1.7464547157287598,0,74,145,0.0,0.25,0.0366811603307724,0.04243021211293842,0.4608173072338104,0.164232075214386,0.17904439568519592,219,0.8601453304290771,earliest_event_minutes_bin,earliest_prev_day,0.2009132355451584
0.6825073957443237,1.689555287361145,0.6111062169075012,1.689555287361145,0,84,223,0.0,0.1111111119389534,0.006157740950584412,0.08804999875434523,0.43602725863456726,0.1697380244731903,0.18555773794651031,307,0.8228956460952759,earliest_event_minutes_bin,earliest_same_day,0.17589576542377472
1.0022764205932617,1.5773519277572632,0.7856907248497009,1.5773519277572632,0,44,308,0.0,0.1111111119389534,-0.07621240615844727,0.09411605528563055,0.3286072909832001,0.20405331254005432,0.20693784952163696,352,0.9650405645370483,event_count_bin,events_high,0.12784090638160706
0.8303142189979553,1.775000810623169,0.6029565334320068,1.775000810623169,0,391,664,0.0,0.3052631616592407,0.011913880705833435,0.03333020221558147,0.45200011134147644,0.168180912733078,0.1748477965593338,1055,0.8931258916854858,event_count_bin,events_low,0.18009479343891144
0.9357998371124268,1.6643890142440796,0.6741269826889038,1.6643890142440796,0,1099,2097,0.0,0.2571428716182709,0.02338847517967224,0.03747185125061692,0.39896905422210693,0.18468411266803741,0.19275106489658356,3196,0.9668790698051453,event_count_bin,events_mid,0.20807258784770966
0.5628726482391357,1.6813684701919556,0.5373536944389343,1.6813684701919556,0,47,97,0.0,0.0,-0.022261902689933777,0.14598201235213093,0.4498116075992584,0.16115079820156097,0.186976820230484,144,0.7049281001091003,event_count_bin,events_very_low,0.1388888955116272
0.9423685669898987,1.537200689315796,0.9328065514564514,1.537200689315796,0,0,766,0.0,0.0,-0.0009760558605194092,0.02504292287173815,0.20935863256454468,0.2163807600736618,0.21531535685062408,766,1.0663163661956787,favorite_strength_bin,fav_balanced,0.2154047042131424
0.9880326390266418,1.6182531118392944,0.7614739537239075,1.6182531118392944,0,86,1011,0.0,0.06719367951154709,0.031948983669281006,0.052195395192699695,0.35514047741889954,0.19867999851703644,0.19867530465126038,1097,1.0389975309371948,favorite_strength_bin,fav_clear,0.23062898218631744
0.9559791684150696,1.5507713556289673,0.8675612807273865,1.5507713556289673,0,2,1008,0.0,0.008928571827709675,0.009171992540359497,0.037618444884504665,0.25963523983955383,0.2126101851463318,0.2123895138502121,1010,1.0509504079818726,favorite_strength_bin,fav_mild,0.22178217768669128
0.8027215003967285,1.936144471168518,0.4428471624851227,1.936144471168518,0,1493,381,0.0,0.7733812928199768,0.007322356104850769,0.041057234531184775,0.5977686047554016,0.1410234272480011,0.14778822660446167,1874,0.7767122983932495,favorite_strength_bin,fav_strong,0.14834578335285187
0.44775718450546265,1.7371165752410889,1.5766385793685913,1.7371165752410889,0,367,767,0.0,0.19897958636283875,0.003888919949531555,0.022437646691845448,0.460376113653183,0.16895058751106262,0.17974218726158142,1134,0.9015622138977051,home_away_edge_bin,away_edge,0.17283950746059418
0.7855978012084961,1.5456469058990479,1.0918488502502441,1.5456469058990479,0,0,391,0.0,0.0,0.01063472032546997,0.034371852636743694,0.24195298552513123,0.2118716686964035,0.2134871631860733,391,1.0526199340820312,home_away_edge_bin,away_lean,0.22250638902187347
0.9245972037315369,1.530759334564209,0.9427730441093445,1.530759334564209,0,0,468,0.0,0.0,-0.0072011202573776245,0.016128750691505253,0.20249231159687042,0.21660283207893372,0.2166672796010971,468,1.0601115226745605,home_away_edge_bin,balanced,0.2094017118215561
1.7141753435134888,1.758893370628357,0.3873310089111328,1.758893370628357,0,1212,929,0.0,0.45199063420295715,0.03386707603931427,0.04147764671961762,0.5017809867858887,0.16557243466377258,0.17660875618457794,2141,0.8920344114303589,home_away_edge_bin,home_edge,0.19943951070308685
1.1113654375076294,1.5416879653930664,0.7983272075653076,1.5416879653930664,0,2,611,0.0,0.01785714365541935,-0.03331373631954193,0.06118102653829072,0.23924653232097626,0.21602173149585724,0.21432217955589294,613,1.0337249040603638,home_away_edge_bin,home_lean,0.1827079951763153
0.9527177214622498,1.5561294555664062,0.8575204014778137,1.5561294555664062,0,18,1257,0.0,0.014814814552664757,-0.0009343326091766357,0.03337447495652375,0.2560974359512329,0.2126990407705307,0.21132415533065796,1275,1.0414494276046753,implied_draw_prior_bin,draw_high,0.21176470816135406
