market_val_logloss,market_ece,market_accuracy,market_draw_recall_argmax,market_draw_precision_argmax,market_draw_top2,market_draw_rank1_count,market_draw_rank2_count,market_draw_rank3_count,market_mean_draw_margin_to_top,market_mean_p_draw_all,market_mean_p_draw_true_draw,market_draw_brier,market_classwise_nll_home,market_home_recall,market_classwise_nll_draw,market_draw_recall,market_classwise_nll_away,market_away_recall,p6_val_logloss,p6_ece,p6_accuracy,p6_draw_recall_argmax,p6_draw_precision_argmax,p6_draw_top2,p6_draw_rank1_count,p6_draw_rank2_count,p6_draw_rank3_count,p6_mean_draw_margin_to_top,p6_mean_p_draw_all,p6_mean_p_draw_true_draw,p6_draw_brier,p6_classwise_nll_home,p6_home_recall,p6_classwise_nll_draw,p6_draw_recall,p6_classwise_nll_away,p6_away_recall,paired_count,p6_minus_market_p_draw,mean_p6_minus_market_p_draw_all,mean_p6_minus_market_p_draw_true_draw,p6_vs_market_draw_corr,p6_market_p_draw_corr,p6_vs_market_draw_mae,p6_market_p_draw_mae,p6_draw_shrinkage_ratio,true_draw_underpricing_by_model,true_draw_underpricing_by_market,market_logloss,market_draw_nll
0.9431851506233215,0.041227,0.5765746831893921,0.0010869565217391304,0.25,0.6315217614173889,4,3227,1516,0.2937964200973511,0.24155102670192719,0.25324422121047974,0.15722185373306274,0.7565866112709045,0.7892134785652161,1.3941060304641724,0.0010869564721360803,0.9433937668800354,0.6117353439331055,0.9378808736801147,0.03557,0.5793132781982422,0.0010869565217391304,1.0,0.33043476939201355,1,1895,2851,0.399319589138031,0.1888524740934372,0.19863468408584595,0.15480132400989532,0.6708760261535645,0.800000011920929,1.6407524347305298,0.0010869564721360803,0.9050747156143188,0.6048688888549805,4747,-0.052698563730680985,-0.052698563730680985,-0.05460951430779673,0.9821014504423421,0.9821014504423421,0.05271845913926732,0.05271845913926732,0.784360278034921,0.8013652891244577,0.7467557748166618,0.9431851506233215,1.3941060304641724
