market_val_logloss,market_ece,market_accuracy,market_draw_recall_argmax,market_draw_precision_argmax,market_draw_top2,market_draw_rank1_count,market_draw_rank2_count,market_draw_rank3_count,market_mean_draw_margin_to_top,market_mean_p_draw_all,market_mean_p_draw_true_draw,market_draw_brier,market_classwise_nll_home,market_home_recall,market_classwise_nll_draw,market_draw_recall,market_classwise_nll_away,market_away_recall,p6_val_logloss,p6_ece,p6_accuracy,p6_draw_recall_argmax,p6_draw_precision_argmax,p6_draw_top2,p6_draw_rank1_count,p6_draw_rank2_count,p6_draw_rank3_count,p6_mean_draw_margin_to_top,p6_mean_p_draw_all,p6_mean_p_draw_true_draw,p6_draw_brier,p6_classwise_nll_home,p6_home_recall,p6_classwise_nll_draw,p6_draw_recall,p6_classwise_nll_away,p6_away_recall,paired_count,p6_minus_market_p_draw,mean_p6_minus_market_p_draw_all,mean_p6_minus_market_p_draw_true_draw,p6_vs_market_draw_corr,p6_market_p_draw_corr,p6_vs_market_draw_mae,p6_market_p_draw_mae,p6_draw_shrinkage_ratio,true_draw_underpricing_by_model,true_draw_underpricing_by_market,market_logloss,market_draw_nll
0.9503380656242371,0.060524,0.568359375,0.010869565217391304,1.0,0.6413043737411499,1,349,162,0.30653539299964905,0.23743802309036255,0.2470502257347107,0.14984607696533203,0.7498006224632263,0.7539682388305664,1.4170222282409668,0.010869565419852734,0.9955790638923645,0.5952380895614624,0.9444670677185059,0.061032,0.580078125,0.010869565217391304,1.0,0.3913043439388275,1,221,290,0.4095073342323303,0.18712535500526428,0.19594109058380127,0.14613303542137146,0.671996533870697,0.7777777910232544,1.6527255773544312,0.010869565419852734,0.9653169512748718,0.5952380895614624,512,-0.05031268769211194,-0.05031268769211194,-0.051109150223546285,0.9801540593575275,0.9801540593575275,0.05031268769211194,0.05031268769211194,0.7931224386625373,0.8040589148421651,0.752949764618619,0.9503380656242371,1.4170222282409668
